X,Y,LabSampleId,SiteCode,CocSampleId,SampleType,LabName,LabJobName,Matrix,CollectionDate,AnalysisMethod,DilutionFactor,AnalysisDate,Duplicate,Unit,Watershed,Waterbody,LocationCode,HUC10,HUC8,Project,Description,AdditionalDescription,VisitID,SampleDepth,Longitude,Latitude,CAS307244_PFHxA,CAS307244_PFHxAFlag,CAS307244_PFHxAMdl,CAS307244_PFHxARl,CAS307551_PFDoA,CAS307551_PFDoAFlag,CAS307551_PFDoAMdl,CAS307551_PFDoARl,CAS335671_PFOA,CAS335671_PFOAFlag,CAS335671_PFOAMdl,CAS335671_PFOARl,CAS335762_PFDA,CAS335762_PFDAFlag,CAS335762_PFDAMdl,CAS335762_PFDARl,CAS335773_PFDS,CAS335773_PFDSFlag,CAS335773_PFDSMdl,CAS335773_PFDSRl,CAS355464_PFHxS,CAS355464_PFHxSFlag,CAS355464_PFHxSMdl,CAS355464_PFHxSRl,CAS356025_33FTCA,CAS356025_33FTCAFlag,CAS356025_33FTCAMdl,CAS356025_33FTCARl,CAS375224_PFBA,CAS375224_PFBAFlag,CAS375224_PFBAMdl,CAS375224_PFBARl,CAS375735_PFBS,CAS375735_PFBSFlag,CAS375735_PFBSMdl,CAS375735_PFBSRl,CAS375859_PFHpA,CAS375859_PFHpAFlag,CAS375859_PFHpAMdl,CAS375859_PFHpARl,CAS375928_PFHpS,CAS375928_PFHpSFlag,CAS375928_PFHpSMdl,CAS375928_PFHpSRl,CAS375951_PFNA,CAS375951_PFNAFlag,CAS375951_PFNAMdl,CAS375951_PFNARl,CAS376067_PFTeA,CAS376067_PFTeAFlag,CAS376067_PFTeAMdl,CAS376067_PFTeARl,CAS646833_PFecHS,CAS646833_PFecHSFlag,CAS646833_PFecHSMdl,CAS646833_PFecHSRl,CAS754916_PFOSA,CAS754916_PFOSAFlag,CAS754916_PFOSAMdl,CAS754916_PFOSARl,CAS812704_73FTCA,CAS812704_73FTCAFlag,CAS812704_73FTCAMdl,CAS812704_73FTCARl,CAS1763231_PFOS,CAS1763231_PFOSFlag,CAS1763231_PFOSMdl,CAS1763231_PFOSRl,CAS2058948_PFUnA,CAS2058948_PFUnAFlag,CAS2058948_PFUnAMdl,CAS2058948_PFUnARl,CAS2355319_NMeFOSAA,CAS2355319_NMeFOSAAFlag,CAS2355319_NMeFOSAAMdl,CAS2355319_NMeFOSAARl,CAS2706903_PFPeA,CAS2706903_PFPeAFlag,CAS2706903_PFPeAMdl,CAS2706903_PFPeARl,CAS2706914_PFPeS,CAS2706914_PFPeSFlag,CAS2706914_PFPeSMdl,CAS2706914_PFPeSRl,CAS2991506_NEtFOSAA,CAS2991506_NEtFOSAAFlag,CAS2991506_NEtFOSAAMdl,CAS2991506_NEtFOSAARl,CAS13252136_GenX,CAS13252136_GenXFlag,CAS13252136_GenXMdl,CAS13252136_GenXRl,CAS16517116_PFODA,CAS16517116_PFODAFlag,CAS16517116_PFODAMdl,CAS16517116_PFODARl,CAS27619972_62FTS,CAS27619972_62FTSFlag,CAS27619972_62FTSMdl,CAS27619972_62FTSRl,CAS30334691_PFBSA,CAS30334691_PFBSAFlag,CAS30334691_PFBSAMdl,CAS30334691_PFBSARl,CAS39108344_82FTS,CAS39108344_82FTSFlag,CAS39108344_82FTSMdl,CAS39108344_82FTSRl,CAS41997131_PFHxSA,CAS41997131_PFHxSAFlag,CAS41997131_PFHxSAMdl,CAS41997131_PFHxSARl,CAS67905195_PFHxDA,CAS67905195_PFHxDAFlag,CAS67905195_PFHxDAMdl,CAS67905195_PFHxDARl,CAS68259121_PFNS,CAS68259121_PFNSFlag,CAS68259121_PFNSMdl,CAS68259121_PFNSRl,CAS72629948_PFTriA,CAS72629948_PFTriAFlag,CAS72629948_PFTriAMdl,CAS72629948_PFTriARl,CAS756426581_F53BMajor,CAS756426581_F53BMajorFlag,CAS756426581_F53BMajorMdl,CAS756426581_F53BMajorRl,CAS757124724_42FTS,CAS757124724_42FTSFlag,CAS757124724_42FTSMdl,CAS757124724_42FTSRl,CAS763051929_F53BMinor,CAS763051929_F53BMinorFlag,CAS763051929_F53BMinorMdl,CAS763051929_F53BMinorRl,CAS914637493_53FTCA,CAS914637493_53FTCAFlag,CAS914637493_53FTCAMdl,CAS914637493_53FTCARl,CAS919005144_ADONA,CAS919005144_ADONAFlag,CAS919005144_ADONAMdl,CAS919005144_ADONARl,GlobalID,OBJECTID
-83.5598999996476,42.5742500000826,320-41509-22,24-HR-0700,HR0240,,TestAmerica,320-41509,Water,2018/07/24 00:00:00+00,537 (modified),1,2018/08/08 00:00:00+00,1,ng/L,Huron,Huron River,HR-0700,0409000501,04090005,Investigative,HR at Wixom Rd,US Norton Creek,2018001,,-83.5599,42.57425,2.5,,0.52,1.8,0.49,K,0.49,1.8,2.4,,0.76,1.8,0.32,J,0.28,1.8,0.29,K,0.29,1.8,1.4,J B,0.15,1.8,,,,,4.8,,0.31,1.8,2.5,,0.18,1.8,1.2,J,0.22,1.8,0.17,K,0.17,1.8,0.43,J,0.24,1.8,0.26,K,0.26,1.8,,,,,0.31,K,0.31,1.8,,,,,2.4,,0.49,1.8,0.99,K,0.99,1.8,2.8,K,2.8,18,2.7,,0.44,1.8,0.27,K,0.27,1.8,1.7,K,1.7,18,,,,,,,,,5.5,J B *,1.8,18,,,,,1.8,K,1.8,18,,,,,,,,,0.14,K,0.14,1.8,1.2,K,1.2,1.8,,,,,4.7,K,4.7,18,,,,,,,,,,,,,{2ABF3D67-E97A-421F-BD17-6FA326EC8CC6},603
-83.8018099997974,42.4474769995938,200-48551-9,24-HSC-0020,HSC0100,,TestAmerica Burlington,200-48551-1,Water,2019/04/30 00:00:00+00,537 (modified),5,2019/05/04 00:00:00+00,1,ng/L,Huron,Horseshoe Creek,HSC-0020,0409000503,04090005,Investigative,At Hamburg Road,DS of old landfills and Key Plastics Fire,2019002,,-83.80181,42.447477,3.2,K,3.2,8.5,2.5,K,2.5,8.5,2.7,K,2.7,8.5,3.3,K,3.3,8.5,3.8,K,3.8,8.5,3.4,K,3.4,8.5,,,,,4.2,K,4.2,8.5,2.1,K,2.1,8.5,3.9,K,3.9,8.5,4,K,4,8.5,1.1,K,1.1,8.5,3.9,K,3.9,8.5,,,,,2.7,K,2.7,8.5,,,,,2.6,K,2.6,8.5,2.2,K,2.2,8.5,7.2,K,7.2,85,2.7,K,2.7,8.5,1.3,K,1.3,8.5,6.3,K,6.3,85,,,,,,,,,19,K,19,85,,,,,12,K,12,85,,,,,,,,,3.4,K,3.4,8.5,2.5,K,2.5,8.5,,,,,22,K,22,85,,,,,,,,,,,,,{81EA6B58-4D6D-40B6-8BBD-8BC0C5538BC3},604
-83.3177509997109,42.1069979998988,FRI-0010,24-HR-0060,FRI-0010,,Vista Analytical,2001842,H2O,2020/08/25 00:00:00+00,EPA-537M,1,2020/09/10 00:00:00+00,1,ng/L,Huron,Huron River,HR-0060,0409000504,04090005,Investigative,Flat Rock Impoundment off Oakwoods Rd.,,2020208,,-83.317751,42.106998,5.01,Q,1.1,4.39,1.1,K,1.1,4.39,1.63,J,1.1,4.39,1.1,K,1.1,4.39,1.1,K,1.1,4.39,1.2,J,1.1,4.39,,,,,4.14,J,1.1,4.39,1.84,J,1.1,4.39,2.83,J,1.1,4.39,1.1,K,1.1,4.39,1.1,K,1.1,4.39,1.1,K,1.1,4.39,1.1,K,1.1,4.39,1.1,K,1.1,4.39,,,,,3.11,J,1.1,4.39,1.1,K,1.1,4.39,1.1,K,1.1,4.39,6.54,,1.1,4.39,1.1,K,1.1,4.39,1.1,K,1.1,4.39,1.1,K,1.1,4.39,,,,,1.1,K,1.1,4.39,,,,,1.1,K,1.1,4.39,,,,,,,,,1.1,K,1.1,4.39,1.1,K,1.1,4.39,1.1,K,1.1,4.39,1.1,K,1.1,4.39,1.1,K,1.1,4.39,2.2,K,2.2,8.79,1.1,K,1.1,4.39,{E898A7E1-49D7-4797-B8F5-79B6B4635147},605
-83.7817040002602,42.4359679998715,200-48551-7,24-HSC-0040,HSC0300,,TestAmerica Burlington,200-48551-1,Water,2019/04/30 00:00:00+00,537 (modified),5,2019/05/04 00:00:00+00,1,ng/L,Huron,Horseshoe Creek,HSC-0040,0409000503,04090005,Investigative,At Northfield Twp. WWTP driveway,"DS WWTP outfall; US Key Plastics Fire and old landfills",2019002,,-83.781704,42.435968,3.7,K,3.7,9.6,2.8,K,2.8,9.6,3,K,3,9.6,3.7,K,3.7,9.6,4.3,K,4.3,9.6,3.8,K,3.8,9.6,,,,,4.8,K,4.8,9.6,2.4,K,2.4,9.6,4.4,K,4.4,9.6,4.6,K,4.6,9.6,1.3,K,1.3,9.6,4.4,K,4.4,9.6,,,,,3.1,K,3.1,9.6,,,,,2.9,K,2.9,9.6,2.5,K,2.5,9.6,8.2,K,8.2,96,3,K,3,9.6,1.4,K,1.4,9.6,7.2,K,7.2,96,,,,,,,,,22,K,22,96,,,,,14,K,14,96,,,,,,,,,3.8,K,3.8,9.6,2.9,K,2.9,9.6,,,,,25,K,25,96,,,,,,,,,,,,,{BA6DAE40-BDEB-4200-8EE5-250290C7C0EF},606
-83.9111300001282,42.3871500004445,320-41509-4,24-HR-0430,HR0160R,Replicate,TestAmerica,320-41509,Water,2018/07/24 00:00:00+00,537 (modified),1,2018/08/03 00:00:00+00,2,ng/L,Huron,Huron River,HR-0430,0409000503,04090005,Investigative,HR at N Territorial Rd,,2018001,,-83.91113,42.38715,12,,0.52,1.8,0.5,K,0.5,1.8,2.8,,0.77,1.8,0.5,J,0.28,1.8,0.29,K,0.29,1.8,1.1,J B,0.15,1.8,,,,,8.6,,0.32,1.8,4.7,,0.18,1.8,11,,0.23,1.8,0.17,K,0.17,1.8,0.52,J,0.24,1.8,0.26,K,0.26,1.8,,,,,0.32,K,0.32,1.8,,,,,7.8,,0.49,1.8,0.99,K,0.99,1.8,2.8,K,2.8,18,22,,0.44,1.8,0.27,K,0.27,1.8,1.7,K,1.7,18,,,,,,,,,13,J B *,1.8,18,,,,,1.8,K,1.8,18,,,,,,,,,0.14,K,0.14,1.8,1.2,K,1.2,1.8,,,,,4.7,K,4.7,18,,,,,,,,,,,,,{24E3B887-54C8-4AFE-B571-1E4187A400B7},607
-83.7546328798121,42.511181189629,MRLK-0001,24-MRL-0010,MRLK-0001,,Vista Analytical,2001651,H2O,2020/08/03 00:00:00+00,EPA-537M,1,2020/08/14 00:00:00+00,1,ng/L,Huron,Mirror Lake,MRL-0010,0409000501,04090005,Investigative,Mirror Lake,,2020204,,-83.75463288,42.51118119,3.14,J,1.37,4.01,1.37,K,1.37,4.01,3.53,J,1.37,4.01,1.37,K,1.37,4.01,1.37,K,1.37,4.01,1.37,K,1.37,4.01,,,,,7.51,,1.37,4.01,1.48,J,1.37,4.01,2.28,J,1.37,4.01,1.37,K,1.37,4.01,1.37,K,1.37,4.01,1.37,K,1.37,4.01,2.42,K,2.42,8.02,1.37,K,1.37,4.01,,,,,1.37,K,1.37,4.01,1.37,K,1.37,4.01,1.37,K,1.37,4.01,3.24,J,1.37,4.01,1.37,K,1.37,4.01,1.37,K,1.37,4.01,2.42,K,2.42,4.01,,,,,1.37,K,1.37,4.01,,,,,1.37,K,1.37,4.01,,,,,,,,,1.94,K,1.94,4.01,1.37,K,1.37,4.01,1.37,K,1.37,4.01,1.37,K,1.37,4.01,1.37,K,1.37,4.01,2.42,K,2.42,8.02,1.37,K,1.37,4.01,{6840D5DC-0843-4057-9799-12281AECF454},608
-83.6146400001942,42.5289800002134,200-50238-9,24-KLT1-0040,HURON RIVER WS,,TestAmerica Burlington,200-50238-1,Water,2019/08/21 00:00:00+00,537 (modified),1,2019/08/26 00:00:00+00,1,ng/L,Huron,Unnamed Kent Lake Trib,KLT1-0040,0409000501,04090005,Investigative,Kent Lake Trib @West Moore Rd.,,2019019,,-83.61464,42.52898,1.9,,0.61,1.6,0.48,K,0.48,1.6,1.7,,0.65,1.6,0.62,K,0.62,1.6,0.73,K,0.73,1.6,0.65,K,0.65,1.6,,,,,6,B,0.81,1.6,1.1,J,0.4,1.6,1.1,J,0.73,1.6,0.77,K,0.77,1.6,0.49,J,0.22,1.6,0.74,K,0.74,1.6,,,,,8.1,K,8.1,8.1,,,,,1.7,,0.49,1.6,0.63,K,0.63,1.6,1.4,K,1.4,16,2.6,,0.51,1.6,0.24,K,0.24,1.6,1.2,K,1.2,16,,,,,,,,,4.4,K,4.4,16,,,,,2.3,K,2.3,16,,,,,,,,,0.65,K,0.65,1.6,0.48,K,0.48,1.6,,,,,4.2,K,4.2,16,,,,,,,,,,,,,{260679DC-AA3E-4592-BA32-F7DD11159C60},609
-83.6014899997295,42.5926699999798,320-44710-34,24-PC-0040,PC0050,,TestAmerica Sacramento,320-44710-1,Water,2018/10/30 00:00:00+00,537 (modified),1,2018/11/14 00:00:00+00,1,ng/L,Huron,Pettibone Creek,PC-0040,0409000501,04090005,Investigative,PC US Mill Pond,Access footbridge from Verizon/Starbucks parking lot,2018103,,-83.60149,42.59267,2.3,,0.52,1.8,0.5,K,0.5,1.8,1.5,J,0.77,1.8,0.28,K,0.28,1.8,0.29,K,0.29,1.8,1.6,J B,0.15,1.8,,,,,3.5,B,0.32,1.8,3,,0.18,1.8,0.95,J,0.23,1.8,0.17,K,0.17,1.8,0.24,K,0.24,1.8,0.26,K,0.26,1.8,,,,,0.32,K,0.32,1.8,,,,,0.75,J,0.49,1.8,0.99,K,0.99,1.8,2.8,K,2.8,18,2.5,,0.44,1.8,0.34,J,0.27,1.8,1.7,K,1.7,18,,,,,,,,,1.8,K,1.8,18,,,,,1.8,K,1.8,18,,,,,,,,,0.14,K,0.14,1.8,1.2,K,1.2,1.8,,,,,4.7,K,4.7,18,,,,,,,,,,,,,{CBBB03EE-62B1-4EAA-8CD3-A5B90D6131FB},610
-83.9069500003973,42.4148799998918,320-44710-5,24-HR-0450,HR0165,,TestAmerica Sacramento,320-44710-1,Water,2018/10/29 00:00:00+00,537 (modified),1,2018/11/13 00:00:00+00,1,ng/L,Huron,Huron River,HR-0450,0409000503,04090005,Investigative,HR DS Base Line and Portage Lakes,DS Portage River and Honey Creek Confluence,2018103,,-83.90695,42.41488,4.8,,0.58,2,0.55,K,0.55,2,1.7,J,0.84,2,0.33,J,0.31,2,0.32,K,0.32,2,0.68,J B,0.17,2,,,,,5.1,,0.35,2,1.9,J,0.2,2,3.9,,0.25,2,0.19,K,0.19,2,0.46,J,0.27,2,0.29,K,0.29,2,,,,,0.35,K,0.35,2,,,,,88,,0.54,2,1.1,K,1.1,2,3.1,K,3.1,20,9.4,,0.49,2,0.3,K,0.3,2,1.9,K,1.9,20,,,,,,,,,2,K,2,20,,,,,2,K*,2,20,,,,,,,,,0.16,K,0.16,2,1.3,K,1.3,2,,,,,5.2,K,5.2,20,,,,,,,,,,,,,{6EA54787-E0AB-4D8F-9579-8EB93691EB48},611
-83.6106380003776,42.5849770003292,2208053-02,24-HR-0654,Hubbell El Surf,Replicate,EGLE,2208053,Water,2022/08/05 00:00:00+00,8327,1,2022/08/08 00:00:00+00,2,ng/L,Huron,Huron River,HR-0654,0409000501,04090005,Investigative,Huron River @ Hubbell Pond,,2022019,,-83.610638,42.584977,3.8,,0.6,2.0,0.4,K,0.4,2.0,1.2,K,1.2,2.0,1.5,K,1.5,2.0,0.5,K,0.5,2.0,0.6,K,0.6,2.0,,,,,5.3,,0.4,4.0,2.0,,0.3,2.0,4.9,,0.3,2.0,0.6,K,0.6,2.0,0.6,K,0.6,2.0,0.9,K,0.9,4.0,0.7,K,0.7,2.0,0.7,K,0.7,2.0,,,,,3.9,,0.7,2.0,0.9,K,0.9,2.0,1.1,K,1.1,2.0,6.6,,0.5,2.0,0.9,K,0.9,2.0,0.8,K,0.8,2.0,0.9,K,0.9,4.0,,,,,33,,1,2.0,0.6,K,0.6,2.0,0.9,K,0.9,2.0,0.4,K,0.4,2.0,,,,,0.4,K,0.4,2.0,0.6,K,0.6,4.0,0.4,K,0.4,2.0,0.7,K,0.7,2.0,0.7,K,0.7,2.0,,,,,0.4,K,0.4,2.0,{4C993B3D-CF4B-42FA-B364-CB3DC6005BCF},612
-83.6269200003375,42.5792700000971,320-44710-36,24-HR-0640,HR0210,,TestAmerica Sacramento,320-44710-1,Water,2018/10/30 00:00:00+00,537 (modified),1,2018/11/14 00:00:00+00,1,ng/L,Huron,Huron River,HR-0640,0409000501,04090005,Investigative,HR at GM Road,DS Hubbell Pond,2018103,,-83.62692,42.57927,22,,0.56,1.9,0.53,K,0.53,1.9,2.1,,0.83,1.9,0.3,K,0.3,1.9,0.31,K,0.31,1.9,1.3,J B,0.17,1.9,,,,,9.5,B,0.34,1.9,2.7,,0.19,1.9,12,,0.24,1.9,0.18,K,0.18,1.9,0.47,J,0.26,1.9,0.28,K,0.28,1.9,,,,,0.34,K,0.34,1.9,,,,,15,,0.52,1.9,1.1,K,1.1,1.9,3,K,3,19,41,,0.48,1.9,0.34,J,0.29,1.9,1.8,K,1.8,19,,,,,,,,,120,,1.9,19,,,,,1.9,K,1.9,19,,,,,,,,,0.16,K,0.16,1.9,1.3,K,1.3,1.9,,,,,5.1,K,5.1,19,,,,,,,,,,,,,{4FFEDA7D-0C80-4175-88F2-3B831E1AA7B0},613
-83.6315600003884,42.5492600000705,320-44710-22,24-HR-0620,HR0205,,TestAmerica Sacramento,320-44710-1,Water,2018/10/30 00:00:00+00,537 (modified),1,2018/11/14 00:00:00+00,1,ng/L,Huron,Huron River,HR-0620,0409000501,04090005,Investigative,Kent Lake at W. Buno Rd,,2018103,,-83.63156,42.54926,20,,0.5,1.7,0.48,K,0.48,1.7,2.4,,0.74,1.7,0.27,K,0.27,1.7,0.28,K,0.28,1.7,1.2,J B,0.15,1.7,,,,,9.1,B,0.3,1.7,2.6,,0.17,1.7,13,,0.22,1.7,0.16,K,0.16,1.7,0.5,J,0.23,1.7,0.25,K,0.25,1.7,,,,,0.3,K,0.3,1.7,,,,,17,,0.47,1.7,0.95,K,0.95,1.7,2.7,K,2.7,17,37,,0.42,1.7,0.28,J,0.26,1.7,1.6,K,1.6,17,,,,,,,,,150,,1.7,17,,,,,1.7,K,1.7,17,,,,,,,,,0.14,K,0.14,1.7,1.1,K,1.1,1.7,,,,,4.5,K,4.5,17,,,,,,,,,,,,,{F424A46B-523A-41E3-AC31-47B4FC7D0AB3},614
-83.6025710001826,42.5880880002404,200-48551-13,24-PC-0010,PC0010,,TestAmerica Burlington,200-48551-1,Water,2019/04/30 00:00:00+00,537 (modified),5,2019/05/04 00:00:00+00,1,ng/L,Huron,Pettibone Creek,PC-0010,0409000501,04090005,Investigative,PC at US Huron River,At Central Park,2019002,,-83.602571,42.588088,3.7,K,3.7,9.7,2.9,K,2.9,9.7,3.1,K,3.1,9.7,3.7,K,3.7,9.7,4.4,K,4.4,9.7,3.9,K,3.9,9.7,,,,,4.8,K,4.8,9.7,5.7,J,2.4,9.7,4.4,K,4.4,9.7,4.6,K,4.6,9.7,1.3,K,1.3,9.7,4.5,K,4.5,9.7,,,,,3.1,K,3.1,9.7,,,,,3,K,3,9.7,2.6,K,2.6,9.7,8.2,K,8.2,97,3.1,K,3.1,9.7,1.5,K,1.5,9.7,7.3,K,7.3,97,,,,,,,,,22,K,22,97,,,,,14,K,14,97,,,,,,,,,3.9,K,3.9,9.7,2.9,K,2.9,9.7,,,,,25,K,25,97,,,,,,,,,,,,,{4597569C-9F00-4DD5-83FA-46F31DECB1A8},615
-83.5693000003127,42.2112599998253,Ford-0010,24-HR-0200,Ford-0010,,Vista Analytical,2001616,H2O,2020/07/26 00:00:00+00,EPA-537M,1,2020/08/07 00:00:00+00,1,ng/L,Huron,Huron River,HR-0200,0409000504,04090005,Investigative,Ford Lake Fish Sampling,,2020205,,-83.5693,42.21126,4.59,,1.45,2.11,1.45,K,1.45,2.11,1.5,J,1.45,2.11,1.45,K,1.45,2.11,1.45,K,1.45,2.11,1.45,K,1.45,2.11,,,,,4.97,,1.45,2.11,2.05,J,1.45,2.11,2.35,"J, Q",1.45,2.11,1.45,K,1.45,2.11,1.45,K,1.45,2.11,1.45,K,1.45,2.11,2.55,K,2.55,4.22,1.45,K,1.45,2.11,,,,,3.58,J,1.45,2.11,1.45,K,1.45,2.11,1.45,K,1.45,2.11,4.57,,1.45,2.11,1.45,K,1.45,2.11,1.45,K,1.45,2.11,2.55,K,2.55,3.16,,,,,1.45,K,1.45,2.11,,,,,1.45,K,1.45,2.11,,,,,,,,,2.05,K,2.05,2.11,1.45,K,1.45,2.11,1.45,K,1.45,2.11,1.45,K,1.45,2.11,1.45,K,1.45,2.11,,,,,1.45,K,1.45,2.11,{4544CC57-0CAE-44B1-B6C6-E31D09141F1E},616
-83.4347200005927,42.2107899997241,320-41509-7,24-HR-0150,HR0050,,TestAmerica,320-41509,Water,2018/07/24 00:00:00+00,537 (modified),1,2018/08/03 00:00:00+00,1,ng/L,Huron,Huron River,HR-0150,0409000504,04090005,Investigative,HR at E Huron River Dr,DS Belleville & Ypsilanti,2018001,,-83.43472,42.21079,8.1,,0.52,1.8,0.49,K,0.49,1.8,2.9,,0.76,1.8,0.53,J,0.28,1.8,0.29,K,0.29,1.8,1.8,B,0.15,1.8,,,,,8.1,,0.31,1.8,3.3,,0.18,1.8,7.5,,0.22,1.8,0.17,K,0.17,1.8,0.84,J,0.24,1.8,0.26,K,0.26,1.8,,,,,0.31,K,0.31,1.8,,,,,7.2,,0.48,1.8,2.3,,0.98,1.8,2.8,K,2.8,18,10,,0.44,1.8,0.29,J,0.27,1.8,1.7,K,1.7,18,,,,,,,,,34,* B,1.8,18,,,,,1.8,K,1.8,18,,,,,,,,,0.14,K,0.14,1.8,1.2,K,1.2,1.8,,,,,4.6,K,4.6,18,,,,,,,,,,,,,{61B5DE9A-DE28-4FA6-8A08-588842ACBE34},617
-83.6027769995339,42.5896519995684,320-44000-1,24-PC-0030,MILL-001,,TestAmerica Sacramento,320-44000-1,Water,2018/10/04 00:00:00+00,537 (modified),1,2018/10/21 00:00:00+00,1,ng/L,Huron,Pettibone Creek,PC-0030,0409000501,04090005,Investigative,Milford Mill Pond,Pettibone Creek in Milford,2018105,,-83.602777,42.589652,2.4,,0.52,1.8,0.49,K,0.49,1.8,1.9,,0.76,1.8,0.28,K,0.28,1.8,0.29,K,0.29,1.8,1.6,J B,0.15,1.8,,,,,2.6,,0.31,1.8,3.1,,0.18,1.8,0.83,J,0.22,1.8,0.17,K,0.17,1.8,0.24,K,0.24,1.8,0.26,K,0.26,1.8,,,,,0.31,K,0.31,1.8,,,,,0.61,J,0.49,1.8,0.99,K,0.99,1.8,2.8,K,2.8,18,2.8,,0.44,1.8,0.28,J,0.27,1.8,1.7,K,1.7,18,,,,,,,,,1.8,K,1.8,18,,,,,1.8,K,1.8,18,,,,,,,,,0.14,K,0.14,1.8,1.2,K,1.2,1.8,,,,,4.7,K,4.7,18,,,,,,,,,,,,,{F4CB5C0A-D9F1-4931-8B94-AFC04801CDDF},618
-83.5598999996476,42.5742500000826,HR-0240,24-HR-0700,HR-0240,,Vista Analytical,2001650,H2O,2020/08/03 00:00:00+00,EPA-537M,1,2020/08/18 00:00:00+00,1,ng/L,Huron,Huron River,HR-0700,0409000501,04090005,Investigative,HR at Wixom Rd,US Norton Creek,2020204,,-83.5599,42.57425,2.8,J,1.43,4.17,1.43,K,1.43,4.17,2.25,J,1.43,4.17,1.43,K,1.43,4.17,1.43,K,1.43,4.17,1.43,K,1.43,4.17,,,,,4.13,J,1.43,4.17,2.44,J,1.43,4.17,1.43,K,1.43,4.17,1.43,K,1.43,4.17,1.43,K,1.43,4.17,1.43,K,1.43,4.17,2.51,K,2.51,8.34,1.43,K,1.43,4.17,,,,,1.43,K,1.43,4.17,1.43,K,1.43,4.17,1.43,K,1.43,4.17,4.18,,1.43,4.17,1.43,K,1.43,4.17,1.43,K,1.43,4.17,2.51,K,2.51,4.17,,,,,1.43,K,1.43,4.17,,,,,1.43,K,1.43,4.17,,,,,,,,,2.02,K,2.02,4.17,1.43,K,1.43,4.17,1.43,K,1.43,4.17,1.43,K,1.43,4.17,1.43,K,1.43,4.17,2.51,K,2.51,8.34,1.43,K,1.43,4.17,{5EDEC233-2F40-479B-A265-822CC39D858C},619
-83.7953029995543,42.4397409999282,200-48551-3,24-HML-0010,HAMBURG LAKE 0010,,TestAmerica Burlington,200-48551-1,Water,2019/04/30 00:00:00+00,537 (modified),5,2019/05/04 00:00:00+00,1,ng/L,Huron,Hamburg Lake,HML-0010,0409000503,04090005,Investigative,Hamburg Lake,Near historical Key Plastics Fire,2019002,,-83.795303,42.439741,3.4,K,3.4,8.8,2.6,K,2.6,8.8,3.2,J,2.8,8.8,3.4,K,3.4,8.8,4,K,4,8.8,3.5,K,3.5,8.8,,,,,4.4,K,4.4,8.8,2.2,K,2.2,8.8,4,K,4,8.8,4.2,K,4.2,8.8,1.2,K,1.2,8.8,4.1,K,4.1,8.8,,,,,2.8,K,2.8,8.8,,,,,2.7,K,2.7,8.8,2.3,K,2.3,8.8,7.5,K,7.5,88,3.1,J,2.8,8.8,1.3,K,1.3,8.8,6.6,K,6.6,88,,,,,,,,,20,K,20,88,,,,,13,K,13,88,,,,,,,,,3.5,K,3.5,8.8,2.7,K,2.7,8.8,,,,,23,K,23,88,,,,,,,,,,,,,{E5866415-66AB-42C2-B3C8-3261C8A18345},620
-83.5467750002597,42.5009099996064,320-42692-10,24-UTN1-0090,UT0002,,TestAmerica,320-42692-1,Water,2018/08/30 00:00:00+00,537 (modified),1,2018/09/13 00:00:00+00,1,ng/L,Huron,Unnamed Tributary to Norton Cre,UTN1-0090,0409000501,04090005,Investigative,Unnamed trib U/S Ford,"Unnamed trib to East Branch Norton Creek, US Ford",2018002,,-83.546775,42.50091,10,,0.51,1.8,0.49,K,0.49,1.8,4.3,,0.75,1.8,0.5,J,0.27,1.8,0.28,K,0.28,1.8,1.2,J B,0.15,1.8,,,,,31,K,31,31,9.1,,0.18,1.8,2.8,,0.22,1.8,0.19,J,0.17,1.8,0.85,J,0.24,1.8,0.26,K,0.26,1.8,,,,,0.31,K,0.31,1.8,,,,,6.5,,0.48,1.8,0.97,K,0.97,1.8,2.7,K,2.7,18,14,,0.43,1.8,0.27,K,0.27,1.8,1.7,K,1.7,18,,,,,,,,,1.8,K,1.8,18,,,,,1.8,K,1.8,18,,,,,,,,,0.14,K,0.14,1.8,1.2,K,1.2,1.8,,,,,4.6,K,4.6,18,,,,,,,,,,,,,{648E1178-57AC-4E3B-B9C4-D85C88D1E167},621
-83.8010120004967,42.4796209997606,200-50747-4,24-OL-0010,ORE LAKE,,TestAmerica Burlington,200-50747-1,Water,2019/09/27 00:00:00+00,537 (modified),1,2019/10/04 00:00:00+00,1,ng/L,Huron,Ore Lake,OL-0010,0409000501,04090005,Investigative,South of Brighton,Kurt Richardson dock,2019015,,-83.801012,42.479621,4.7,,0.89,2.4,0.69,K,0.69,2.4,2.9,,0.95,2.4,0.91,K,0.91,2.4,1.1,K,1.1,2.4,0.94,K,0.94,2.4,,,,,7.4,,1.2,2.4,4.2,,0.58,2.4,1.8,J,1.1,2.4,1.1,K,1.1,2.4,0.76,J,0.32,2.4,1.1,K,1.1,2.4,,,,,12,K,12,12,,,,,2.6,,0.72,2.4,0.92,K,0.92,2.4,2,K,2,24,7.6,,0.74,2.4,0.35,K,0.35,2.4,1.8,K,1.8,24,,,,,,,,,6.5,K,6.5,24,,,,,3.4,K,3.4,24,,,,,,,,,0.94,K,0.94,2.4,0.71,K,0.71,2.4,,,,,6.1,K,6.1,24,,,,,,,,,,,,,{565A8215-976D-4165-9144-111574A4CDFD},622
